HPSA.Discipline.Class,HPSA.Score,HPSA.FTE,HPSA.Designation.Population,Common.Region.Name,HPSA.Shortage,HPSA.Designation.Date,Perc.Pop.Below.Poverty,Perc.Pop.Served,HPSA_score_high,prediction,prediction.val
Primary Care,16,0.76,10103,Region 4,2.61,6/1/2022,0.141,0.225675542,0,0.095404295,0
Primary Care,18,0.2256,93257,Region 3,30.8644,4/1/2022,0.117,0.007259509,1,0.182917927,0
Primary Care,9,5.45,24753,Region 9,1.62,3/1/2022,0.13,0.770613663,0,0.004449695,0
Primary Care,7,16,60795,Region 9,1.37,9/1/2018,0.179,0.921128382,0,0.00232984,0
Primary Care,17,0.51,5828,Region 6,1.43,5/1/2022,0.207,0.262525738,0,0.20745844,0
Primary Care,11,4.44,15874,Region 6,0.85,5/1/2022,0.166,0.839107975,0,0.012567678,0
Primary Care,8,4.4772,14965,Region 6,0.5128,4/1/2019,0.146,0.897560976,0,0.007122601,0
Primary Care,18,1.49,6341,Region 6,0.62,4/1/2022,0.291,0.70493613,1,0.2192528,0
Primary Care,18,1.21,8442,Region 6,1.6,5/1/2022,0.166,0.429992893,1,0.062071997,0
Primary Care,11,2.55,10283,Region 6,0.39,4/1/2022,0.191,0.867937372,0,0.0221616,0
Primary Care,15,5.1065,27390,Region 7,4.0235,2/1/2022,0.223,0.559328222,0,0.128019206,0
Primary Care,13,3.1275,16970,Region 7,2.5325,3/1/2021,0.115,0.552857985,0,0.02275597,0
Primary Care,14,2.3936,12389,Region 7,1.7364,10/1/2019,0.141,0.579627089,0,0.035882526,0
Primary Care,7,1,3364,Region 7,0.12,12/1/2018,0.132,0.891795482,0,0.012967661,0
Primary Care,16,0,7816,Region 7,2.61,2/1/2022,0.184,0,0,0.407021174,0
Primary Care,13,0.309,1689,Region 7,0.251,7/1/2022,0.089,0.548845471,0,0.018244806,0
Primary Care,12,0.327,1693,Region 7,0.233,2/1/2022,0.163,0.579444773,0,0.06383391,0
Primary Care,14,1.1455,6187,Region 7,0.9145,2/1/2022,0.187,0.555358009,0,0.097190413,0
Primary Care,15,0.2713,2455,Region 7,0.5487,3/1/2022,0.133,0.331568228,0,0.078923518,0
Primary Care,14,24.7022,163655,Region 7,29.8478,12/1/2018,0.137,0.452824539,0,0.008361433,0
Primary Care,14,0.2,2548,Region 7,0.53,7/1/2022,0.117,0.274725275,0,0.071001813,0
Primary Care,10,7.4375,35133,Region 7,4.2725,1/1/2022,0.114,0.635072439,0,0.011434011,0
Primary Care,14,1.9098,9602,Region 7,1.2902,5/1/2022,0.168,0.596646532,0,0.057761783,0
Primary Care,8,2,7217,Region 7,0.06,7/1/2022,0.076,0.969932105,0,0.003201422,0
Primary Care,17,0.409,24846,Region 4,7.871,3/1/2022,0.18,0.049384207,0,0.306593151,0
Primary Care,19,0,8913,Region 4,2.97,7/1/2021,0.231,0,1,0.562829507,1
Primary Care,17,4.838,28760,Region 4,4.752,12/1/2017,0.191,0.504659249,0,0.07077067,0
Primary Care,18,0,3685,Region 4,1.23,7/1/2021,0.193,0,1,0.377696096,0
Primary Care,19,6.3868,73543,Region 4,18.1232,12/1/2018,0.188,0.260527854,1,0.146179517,0
Primary Care,16,15.1625,118323,Region 4,24.2775,12/1/2021,0.214,0.384439205,0,0.077852947,0
Primary Care,19,3.0098,36865,Region 4,9.2802,12/1/2018,0.188,0.244920656,1,0.177966621,0
Primary Care,18,0.5,19103,Region 9,5.87,12/1/2018,0.205,0.078521698,1,0.229208392,0
Primary Care,18,0.5,19103,Region 9,5.87,12/1/2018,0.205,0.078521698,1,0.229208392,0
Primary Care,12,1,4473,Region 9,0.49,11/1/2020,0.174,0.670690812,0,0.02129907,0
Primary Care,16,0,3980,Region 9,1.33,11/1/2020,0.175,0,0,0.172700589,0
Primary Care,16,0,3980,Region 9,1.33,11/1/2020,0.175,0,0,0.172700589,0
Primary Care,16,0,3980,Region 9,1.33,11/1/2020,0.175,0,0,0.172700589,0
Primary Care,14,1.906,11378,Region 9,1.884,8/1/2022,0.172,0.502548778,0,0.032220347,0
Primary Care,15,0,22119,Region 9,7.37,3/1/2022,0.138,0,0,0.104389172,0
Primary Care,16,0,3143,Region 9,1.05,6/1/2017,0.133,0,0,0.085803308,0
Primary Care,16,0.2336,9718,Region 9,3.0064,9/1/2021,0.128,0.072134184,0,0.064440093,0
Primary Care,16,0.2336,9718,Region 9,3.0064,9/1/2021,0.128,0.072134184,0,0.064440093,0
Primary Care,11,16.875,105188,Region 9,13.175,12/1/2017,0.078,0.561489904,0,0.001261495,0
Primary Care,9,0,1112,Region 9,0.37,9/1/2018,0.131,0,0,0.081893368,0
Primary Care,16,1.9244,13103,Region 9,2.4456,9/1/2021,0.306,0.440586125,0,0.339736519,0
Primary Care,16,2,8318,Region 9,0.77,9/1/2021,0.4,0.721327242,0,0.54604401,1
Primary Care,15,6.3378,36453,Region 9,5.8122,9/1/2018,0.162,0.521575728,0,0.017239053,0
Primary Care,12,1.85,7679,Region 5,0.34,1/1/2022,0.098,0.843208751,0,0.004251584,0
Primary Care,10,3.7874,18269,Region 5,2.3026,3/1/2022,0.149,0.621927856,0,0.018655273,0
Primary Care,10,3.7874,18269,Region 5,2.3026,3/1/2022,0.149,0.621927856,0,0.018655273,0
Primary Care,11,1.525,6576,Region 5,0.355,12/1/2021,0.083,0.811739659,0,0.003661137,0
Primary Care,19,27.0856,190173,Region 5,36.3044,3/1/2022,0.356,0.427279372,1,0.22532879,0
Primary Care,15,3.367,19371,Region 10,3.093,9/1/2021,0.265,0.52144959,0,0.192323662,0
Primary Care,15,0.144,6413,Region 10,1.996,7/1/2020,0.118,0.067363169,0,0.078741415,0
Primary Care,15,3.025,19332,Region 10,2.495,8/1/2021,0.256,0.547692944,0,0.160584211,0
Primary Care,16,0.16,90662,Region 10,30.06,11/1/2021,0.18,0.00529439,0,0.36562191,0
Primary Care,9,0.825,3118,Region 10,0.065,10/1/2017,0.122,0.926234766,0,0.005449175,0
Primary Care,9,2.975,10423,Region 10,0.005,3/1/2022,0.125,0.998944642,0,0.003668485,0
Primary Care,14,11.6279,111822,Region 10,25.6421,9/1/2017,0.173,0.311960079,0,0.049846361,0
Primary Care,13,1.725,15282,Region 10,3.365,10/1/2021,0.142,0.338633687,0,0.047257136,0
Primary Care,16,2.28,14073,Region 4,2.41,3/1/2022,0.201,0.486037092,0,0.108865729,0
Primary Care,15,2.08,14374,Region 4,2.71,3/1/2022,0.193,0.434117156,0,0.112787509,0
Primary Care,20,4.96,33582,Region 4,6.23,6/1/2019,0.345,0.443094515,1,0.633382045,1
Primary Care,20,9.34,59721,Region 4,10.57,6/1/2019,0.302,0.469181695,1,0.325889342,0
Primary Care,13,2.5,23000,Region 4,4.07,3/1/2022,0.187,0.380434783,0,0.117856482,0
Primary Care,13,4.7,21443,Region 4,1.43,12/1/2021,0.178,0.767150119,0,0.024376227,0
Primary Care,14,0.1,5631,Region 4,1.51,8/1/2022,0.168,0.062155923,0,0.236711911,0
Primary Care,11,3,14627,Region 4,1.18,12/1/2018,0.18,0.71785055,0,0.034733792,0
Primary Care,6,19.2,69256,Region 4,0.59,8/1/2022,0.115,0.970313041,0,0.00087145,0
Primary Care,16,2.32,20329,Region 4,4.46,3/1/2022,0.158,0.342368046,0,0.08123083,0
Primary Care,13,3,13124,Region 4,1.37,4/1/2019,0.226,0.685766535,0,0.086495166,0
Primary Care,11,14.17,77065,Region 4,11.52,2/1/2022,0.175,0.551612275,0,0.020245739,0
Primary Care,11,14.17,77065,Region 4,11.52,2/1/2022,0.175,0.551612275,0,0.020245739,0
Primary Care,11,14.17,77065,Region 4,11.52,2/1/2022,0.175,0.551612275,0,0.020245739,0
Primary Care,16,1.64,19448,Region 4,4.84,3/1/2022,0.143,0.252982312,0,0.087257634,0
Primary Care,15,1.5,6349,Region 4,0.62,3/1/2022,0.285,0.708773035,0,0.236684757,0
Primary Care,17,2.12,21880,Region 4,5.17,3/1/2022,0.192,0.290676417,0,0.170132307,0
Primary Care,13,1.6,6523,Region 4,0.57,3/1/2022,0.156,0.735857734,0,0.023970525,0
Primary Care,19,6.96,62065,Region 4,13.73,5/1/2019,0.236,0.336421494,1,0.223956303,0
Primary Care,17,0.3746,4884,Region 10,1.2554,8/1/2020,0.272,0.23013923,0,0.474638739,0
Primary Care,17,0.3746,4884,Region 10,1.2554,8/1/2020,0.272,0.23013923,0,0.474638739,0
Primary Care,14,0.5682,5562,Region 10,1.2818,2/1/2022,0.157,0.306544408,0,0.073308643,0
Primary Care,4,50.4172,175827,Region 10,8.1928,10/1/2021,0.139,0.860231933,0,5.82E-05,0
Primary Care,4,50.4172,175827,Region 10,8.1928,10/1/2021,0.139,0.860231933,0,5.82E-05,0
Primary Care,9,5.9126,18792,Region 10,0.3474,3/1/2022,0.162,0.943912303,0,0.006437323,0
Primary Care,15,0.2588,2563,Region 10,0.5912,11/1/2021,0.167,0.302770191,0,0.089752157,0
Primary Care,10,6.328,24227,Region 10,1.752,1/1/2022,0.161,0.783588558,0,0.010272103,0
Primary Care,11,2.75,11273,Region 10,0.47,9/1/2020,0.144,0.853809988,0,0.008551088,0
Primary Care,15,0,19524,Region 10,6.51,1/1/2022,0.061,0,0,0.038353474,0
Primary Care,15,0.337,3897,Region 10,0.963,1/1/2022,0.143,0.259430331,0,0.066952377,0
Primary Care,14,0.4994,12880,Region 10,3.7906,12/1/2017,0.217,0.116304348,0,0.321794413,0
Primary Care,15,0,2106,Region 10,0.6,1/1/2022,0.115,0,0,0.089970754,0
Primary Care,15,1.4334,8240,Region 10,1.3166,9/1/2017,0.179,0.52184466,0,0.05253158,0
Primary Care,13,1,4629,Region 10,0.54,11/1/2021,0.31,0.64808814,0,0.313405998,0
Primary Care,11,0,1637,Region 10,0.47,8/1/2021,0.134,0,0,0.123727723,0
Primary Care,15,0,4948,Region 10,1.65,1/1/2022,0.136,0,0,0.130357952,0
Primary Care,13,1.01,6165,Region 8,0.75,5/1/2017,0.095,0.573398216,0,0.035863956,0
Primary Care,16,2.225,13157,Region 8,1.535,4/1/2018,0.113,0.591928251,0,0.0423166,0
Primary Care,12,0.4,2373,Region 8,0.39,7/1/2019,0.096,0.505689001,0,0.047235784,0
Primary Care,16,0,2674,Region 8,0.76,3/1/2020,0.097,0,0,0.208190333,0
Primary Care,12,0,2376,Region 8,0.68,6/1/2017,0.036,0,0,0.076506824,0
Primary Care,13,0.4,2238,Region 8,0.24,12/1/2019,0.089,0.625558534,0,0.02882349,0
Primary Care,17,0.55,10264,Region 8,2.38,2/1/2020,0.104,0.187548714,0,0.139500242,0
Primary Care,9,0,1727,Region 8,0.49,6/1/2017,0.051,0,0,0.098752693,0
Primary Care,15,0.48,4792,Region 4,1.12,3/1/2022,0.158,0.300500835,0,0.103049225,0
Primary Care,9,3.13,11787,Region 4,0.24,3/1/2022,0.194,0.929413761,0,0.022705508,0
Primary Care,12,1,12365,Region 4,3.12,1/1/2022,0.147,0.242620299,0,0.099308406,0
Primary Care,12,3.58,17411,Region 4,2.22,4/1/2022,0.138,0.616851416,0,0.020883725,0
Primary Care,7,22.5175,83778,Region 4,5.4125,3/1/2022,0.167,0.806321469,0,0.002917192,0
Primary Care,7,22.5175,83778,Region 4,5.4125,3/1/2022,0.167,0.806321469,0,0.002917192,0
Primary Care,15,2.16,18665,Region 4,4.06,4/1/2022,0.124,0.347173855,0,0.044172446,0
Primary Care,16,1.28,11326,Region 4,2.5,3/1/2022,0.188,0.33904291,0,0.144765107,0
Primary Care,13,3.57,14113,Region 4,1.13,3/1/2022,0.224,0.758874796,0,0.063512622,0
Primary Care,15,5.99,36301,Region 4,6.11,4/1/2022,0.137,0.495027685,0,0.025073798,0
Primary Care,15,5.99,36301,Region 4,6.11,4/1/2022,0.137,0.495027685,0,0.025073798,0
Primary Care,15,5.99,36301,Region 4,6.11,4/1/2022,0.137,0.495027685,0,0.025073798,0
Primary Care,14,6.19,26635,Region 4,2.69,4/1/2022,0.206,0.697202928,0,0.043836272,0
Primary Care,14,6.19,26635,Region 4,2.69,4/1/2022,0.206,0.697202928,0,0.043836272,0
Primary Care,11,4.15,13602,Region 4,0.38,3/1/2022,0.232,0.915306573,0,0.042701451,0
Primary Care,11,5,18993,Region 4,1.33,1/1/2022,0.219,0.78976465,0,0.046085687,0
Primary Care,11,5,18993,Region 4,1.33,1/1/2022,0.219,0.78976465,0,0.046085687,0
Primary Care,14,6.48,26443,Region 4,2.33,3/1/2022,0.167,0.735166207,0,0.018392734,0
Primary Care,12,3.2,15658,Region 4,2.02,4/1/2022,0.248,0.613105122,0,0.151847872,0
Primary Care,13,4.76,17577,Region 4,1.1,3/1/2022,0.21,0.812425329,0,0.037290866,0
Primary Care,16,3.53,17736,Region 4,2.38,3/1/2022,0.169,0.597090663,0,0.039512491,0
Primary Care,9,4,16494,Region 4,0.71,3/1/2022,0.149,0.848793501,0,0.011678175,0
Primary Care,10,1.37,4136,Region 4,0.01,3/1/2022,0.169,0.993713733,0,0.013888009,0
Primary Care,16,0,13241,Region 4,3.78,3/1/2022,0.137,0,0,0.182110363,0
Primary Care,13,9.6013,43019,Region 4,4.7387,1/1/2022,0.182,0.669564611,0,0.022554529,0
Primary Care,13,9.6013,43019,Region 4,4.7387,1/1/2022,0.182,0.669564611,0,0.022554529,0
Primary Care,15,3.45,17015,Region 4,2.22,4/1/2022,0.234,0.608286806,0,0.1200359,0
Primary Care,13,5,21436,Region 4,2.15,8/1/2018,0.218,0.699757417,0,0.060163423,0
Primary Care,18,0.46,9334,Region 4,2.65,3/1/2022,0.181,0.147846582,1,0.228874255,0
Primary Care,15,0.5,4970,Region 4,1.16,4/1/2022,0.176,0.301810865,0,0.138357371,0
Primary Care,15,0.5076,12505,Region 10,3.6624,2/1/2022,0.088,0.121791283,0,0.038980052,0
Primary Care,15,0.5076,12505,Region 10,3.6624,2/1/2022,0.088,0.121791283,0,0.038980052,0
Primary Care,13,1.6762,9216,Region 10,1.3938,10/1/2021,0.139,0.545681424,0,0.023022823,0
Primary Care,11,0,3503,Region 10,1,12/1/2021,0.101,0,0,0.071078151,0
Primary Care,13,1.0324,8335,Region 10,1.7476,1/1/2022,0.145,0.371565687,0,0.047003678,0
Primary Care,13,1.0324,8335,Region 10,1.7476,1/1/2022,0.145,0.371565687,0,0.047003678,0
Primary Care,10,23.1792,84323,Region 10,4.9308,11/1/2021,0.155,0.82466231,0,0.001461032,0
Primary Care,13,0.8976,5586,Region 10,0.9624,1/1/2022,0.146,0.482098102,0,0.034196471,0
Primary Care,16,0,12370,Region 10,4.12,11/1/2021,0.121,0,0,0.105870919,0
Primary Care,9,1.5463,4939,Region 8,0.1037,4/1/2022,0.198,0.939258959,0,0.070884195,0
Primary Care,9,1.5463,4939,Region 8,0.1037,4/1/2022,0.198,0.939258959,0,0.070884195,0
Primary Care,9,1,4376,Region 8,0.25,3/1/2022,0.087,0.799817185,0,0.015246129,0
Primary Care,9,1,4376,Region 8,0.25,3/1/2022,0.087,0.799817185,0,0.015246129,0
Primary Care,9,1,4376,Region 8,0.25,3/1/2022,0.087,0.799817185,0,0.015246129,0
Primary Care,9,1,4376,Region 8,0.25,3/1/2022,0.087,0.799817185,0,0.015246129,0
Primary Care,9,1,4376,Region 8,0.25,3/1/2022,0.087,0.799817185,0,0.015246129,0
Primary Care,15,0,2434,Region 8,0.7,12/1/2019,0.107,0,0,0.240819544,0
Primary Care,14,0,9122,Region 8,2.61,9/1/2021,0.071,0,0,0.143252258,0
Primary Care,14,0,9122,Region 8,2.61,9/1/2021,0.071,0,0,0.143252258,0
Primary Care,8,74.4,242823,Region 5,6.54,12/1/2021,0.324,0.919188051,0,0.000128445,0
Primary Care,15,0.388,5042,Region 5,1.292,3/1/2022,0.112,0.23086077,0,0.04365247,0
Primary Care,9,1.7308,6574,Region 5,0.4592,1/1/2022,0.116,0.789777913,0,0.007132234,0
Primary Care,11,3.2988,10765,Region 3,0.2912,9/1/2021,0.153,0.91927543,0,0.009815463,0
Primary Care,13,4.6561,40304,Region 3,8.7739,4/1/2022,0.138,0.346566098,0,0.044524995,0
Primary Care,13,4.6561,40304,Region 3,8.7739,4/1/2022,0.138,0.346566098,0,0.044524995,0
Primary Care,13,4.6561,40304,Region 3,8.7739,4/1/2022,0.138,0.346566098,0,0.044524995,0
Primary Care,11,12.125,50494,Region 3,2.305,12/1/2020,0.175,0.840456292,0,0.008035987,0
Primary Care,11,12.125,50494,Region 3,2.305,12/1/2020,0.175,0.840456292,0,0.008035987,0
Primary Care,11,12.125,50494,Region 3,2.305,12/1/2020,0.175,0.840456292,0,0.008035987,0
Primary Care,9,8.203,28659,Region 3,1.347,1/1/2022,0.195,0.858683136,0,0.015903476,0
Primary Care,14,6.775,60029,Region 3,10.375,8/1/2020,0.16,0.395009079,0,0.048977969,0
Primary Care,11,6.5,24417,Region 3,0.48,9/1/2020,0.108,0.931727894,0,0.002941587,0
Primary Care,11,6.5,24417,Region 3,0.48,9/1/2020,0.108,0.931727894,0,0.002941587,0
Primary Care,13,4.825,20822,Region 3,2.115,9/1/2020,0.283,0.695178177,0,0.171704323,0
Primary Care,10,3.2,14856,Region 3,1.04,12/1/2021,0.157,0.753904146,0,0.018286108,0
Primary Care,8,14,49323,Region 3,0.09,8/1/2020,0.077,0.993451331,0,0.000615085,0
Primary Care,15,4.092,15585,Region 3,1.108,5/1/2022,0.24,0.787680462,0,0.067790917,0
Primary Care,9,2.125,10314,Region 3,0.825,12/1/2021,0.1,0.721155711,0,0.007765367,0
Primary Care,14,2.9754,12731,Region 3,1.2646,9/1/2021,0.188,0.701123242,0,0.038805138,0
Primary Care,11,9.125,33807,Region 3,0.535,9/1/2020,0.138,0.944715591,0,0.003792678,0
Primary Care,15,3.35,22348,Region 3,4.1,9/1/2018,0.254,0.449704672,0,0.240147188,0
Primary Care,16,4.8,54525,Region 3,10.78,9/1/2018,0.109,0.308115543,0,0.031001778,0
Primary Care,9,0.9,3998,Region 3,0.24,9/1/2021,0.108,0.787893947,0,0.008201312,0
Primary Care,13,0,2179,Region 3,0.62,4/1/2021,0.101,0,0,0.088245372,0
Primary Care,17,10.665,125251,Region 6,31.085,9/1/2020,0.198,0.255447062,0,0.120624169,0
Primary Care,17,0,5074,Region 6,1.69,9/1/2019,0.151,0,0,0.180911749,0
Primary Care,17,0,5074,Region 6,1.69,9/1/2019,0.151,0,0,0.180911749,0
Primary Care,13,0.8,3731,Region 6,0.27,7/1/2021,0.095,0.750469043,0,0.006359331,0
Primary Care,15,1.45,6970,Region 6,0.87,8/1/2018,0.389,0.6241033,0,0.699980139,1
Primary Care,17,0.98,88965,Region 6,28.68,12/1/2020,0.197,0.033046704,0,0.418887103,0
Primary Care,11,8.699,32902,Region 6,2.271,11/1/2019,0.15,0.793173667,0,0.007082494,0
Primary Care,10,24.525,131923,Region 6,13.165,2/1/2019,0.08,0.650667435,0,0.000739393,0
Primary Care,18,2.3,18196,Region 4,2.9,12/1/2019,0.204,0.442404924,1,0.131091128,0
Primary Care,12,8.589,29741,Region 4,1.321,8/1/2021,0.207,0.866379745,0,0.020276317,0
Primary Care,13,12.1,36803,Region 4,0.17,9/1/2017,0.217,0.986332636,0,0.011423494,0
Primary Care,19,5.2,27001,Region 4,3.8,7/1/2021,0.216,0.577756379,1,0.083944382,0
Primary Care,14,19.5698,106633,Region 4,15.9702,9/1/2017,0.14,0.550570649,0,0.006553137,0
Primary Care,16,1.2888,9438,Region 4,1.8612,7/1/2017,0.161,0.409620682,0,0.074256507,0
Primary Care,12,17.1244,53547,Region 4,0.7256,9/1/2021,0.184,0.959400153,0,0.00399597,0
Primary Care,12,12.961,63441,Region 4,8.189,9/1/2017,0.118,0.612900175,0,0.006135608,0
Primary Care,18,0.4684,3231,Region 4,0.6116,7/1/2021,0.154,0.434849892,1,0.064600181,0
Primary Care,18,2.9088,14978,Region 4,2.0812,7/1/2021,0.196,0.582587795,1,0.070777997,0
Primary Care,11,3.5375,12851,Region 3,0.7425,11/1/2017,0.157,0.825772313,0,0.013937901,0
Primary Care,11,3.5375,12851,Region 3,0.7425,11/1/2017,0.157,0.825772313,0,0.013937901,0
Primary Care,10,0.6,5979,Region 3,1.11,11/1/2021,0.142,0.351229303,0,0.061654847,0
Primary Care,10,0.6,5979,Region 3,1.11,11/1/2021,0.142,0.351229303,0,0.061654847,0
Primary Care,9,13.1476,42378,Region 3,0.9824,4/1/2022,0.154,0.930742366,0,0.003481876,0
Primary Care,6,0.8,3059,Region 3,0.22,12/1/2021,0.123,0.784570121,0,0.0110632,0
Primary Care,13,3.5813,15955,Region 3,1.7387,3/1/2022,0.151,0.67339392,0,0.020307965,0
Primary Care,16,0.778,8707,Region 5,2.122,10/1/2021,0.111,0.268060181,0,0.037382191,0
Primary Care,15,1.2751,19181,Region 5,5.1149,11/1/2021,0.131,0.199416089,0,0.066113663,0
Primary Care,16,0.7485,17263,Region 5,5.0015,4/1/2018,0.193,0.130104849,0,0.230867414,0
Primary Care,16,0.1727,19127,Region 5,6.2073,11/1/2021,0.132,0.027082135,0,0.124885378,0
Primary Care,16,0.1727,19127,Region 5,6.2073,11/1/2021,0.132,0.027082135,0,0.124885378,0
Primary Care,16,0.1727,19127,Region 5,6.2073,11/1/2021,0.132,0.027082135,0,0.124885378,0
Primary Care,16,0.533,17445,Region 5,5.287,11/1/2019,0.131,0.091659501,0,0.097457173,0
Primary Care,17,1.1044,11682,Region 5,2.7856,12/1/2018,0.186,0.283598699,0,0.129955581,0
Primary Care,16,0.7752,20328,Region 5,6.0048,12/1/2018,0.123,0.114423455,0,0.078660931,0
Primary Care,9,10.45,42846,Region 5,1.79,4/1/2020,0.153,0.853638613,0,0.004912713,0
Primary Care,13,14.0596,113136,Region 2,23.6504,10/1/2019,0.118,0.372816787,0,0.001122986,0
Primary Care,15,13.4457,82276,Region 5,13.9843,8/1/2022,0.167,0.490264476,0,0.01799697,0
Primary Care,15,13.4457,82276,Region 5,13.9843,8/1/2022,0.167,0.490264476,0,0.01799697,0
Primary Care,13,23.1693,84339,Region 3,4.9407,11/1/2021,0.187,0.824150156,0,0.003414424,0
Primary Care,7,20.375,77746,Region 3,1.835,4/1/2022,0.089,0.917243331,0,0.0005259,0
Primary Care,16,7.3558,33887,Region 3,3.9442,6/1/2021,0.168,0.651193673,0,0.021037299,0
Primary Care,16,0,10189,Region 3,3.4,4/1/2022,0.044,0,0,0.033560425,0
Primary Care,13,6.6,24950,Region 3,0.53,12/1/2021,0.155,0.925851703,0,0.007188431,0
Primary Care,13,6.6,24950,Region 3,0.53,12/1/2021,0.155,0.925851703,0,0.007188431,0
Primary Care,13,1,6969,Region 6,0.99,2/1/2020,0.164,0.502224135,0,0.048904599,0
Primary Care,15,1.08,6159,Region 6,0.97,8/1/2017,0.161,0.526059425,0,0.042611651,0
Primary Care,12,0.736,2974,Region 6,0.254,12/1/2020,0.163,0.742434432,0,0.023295822,0
Primary Care,17,1.3297,14683,Region 6,3.5603,11/1/2018,0.183,0.271674726,0,0.133744775,0
Primary Care,9,0,1239,Region 6,0.35,12/1/2019,0.104,0,0,0.081366835,0
Primary Care,17,0.9,11969,Region 6,2.52,12/1/2019,0.196,0.263179881,0,0.173002383,0
Primary Care,11,8.7,75950,Region 6,13,3/1/2020,0.141,0.400921659,0,0.02587664,0
Primary Care,7,6.3,21148,Region 6,0.75,7/1/2021,0.128,0.893701532,0,0.004264872,0
Primary Care,7,46.84,174046,Region 6,2.89,3/1/2022,0.122,0.941934891,0,5.19E-05,0
Primary Care,16,0.244,1892,Region 6,0.386,7/1/2018,0.222,0.386892178,0,0.19122647,0
Primary Care,14,3.8,20693,Region 6,3.1,4/1/2018,0.164,0.550910936,0,0.032934698,0
Primary Care,13,2.95,12432,Region 6,0.6,7/1/2021,0.176,0.830518018,0,0.018176727,0
Primary Care,9,0.95,3430,Region 6,0.19,4/1/2018,0.1,0.83090379,0,0.005323054,0
Primary Care,9,0.95,3430,Region 6,0.19,4/1/2018,0.1,0.83090379,0,0.005323054,0
Primary Care,14,57.175,270104,Region 6,19.995,12/1/2019,0.274,0.740870183,0,0.000849831,0
Primary Care,8,0,509,Region 6,0.17,9/1/2020,0.168,0,0,0.228257927,0
Primary Care,19,0,3624,Region 6,1.04,10/1/2020,0.244,0,1,0.559002969,1
Primary Care,16,1.5968,9484,Region 4,1.5632,7/1/2021,0.15,0.505061156,0,0.044321969,0
Primary Care,14,3.4173,17416,Region 3,2.3927,3/1/2017,0.141,0.588654111,0,0.022588465,0
Primary Care,14,3.4173,17416,Region 3,2.3927,3/1/2017,0.141,0.588654111,0,0.022588465,0
Primary Care,14,3.4173,17416,Region 3,2.3927,3/1/2017,0.141,0.588654111,0,0.022588465,0
Primary Care,14,3.4173,17416,Region 3,2.3927,3/1/2017,0.141,0.588654111,0,0.022588465,0
Primary Care,11,3.5375,12851,Region 3,0.7425,11/1/2017,0.157,0.825772313,0,0.013937901,0
Primary Care,11,3.5375,12851,Region 3,0.7425,11/1/2017,0.157,0.825772313,0,0.013937901,0
Primary Care,10,4.6,14712,Region 5,0.3,3/1/2022,0.223,0.938009788,0,0.024423157,0
Primary Care,18,0.7362,13113,Region 5,3.6338,8/1/2019,0.206,0.168458781,1,0.248978905,0
Primary Care,16,0.6281,30951,Region 5,9.6919,11/1/2021,0.128,0.060870408,0,0.108115906,0
Primary Care,10,44.025,169176,Region 5,4.315,1/1/2020,0.104,0.910814773,0,5.29E-05,0
Primary Care,17,5.253,31427,Region 5,5.227,5/1/2022,0.297,0.5014478,0,0.29272372,0
Primary Care,16,0.542,14353,Region 5,4.238,3/1/2022,0.148,0.113286421,0,0.119843934,0
Primary Care,15,1.01,14843,Region 2,3.94,11/1/2018,0.124,0.20413663,0,0.005776105,0
Primary Care,16,0.366,8036,Region 2,2.314,8/1/2018,0.104,0.136635142,0,0.005084927,0
Primary Care,18,3.1616,55408,Region 2,15.3084,6/1/2022,0.218,0.171184666,1,0.036458515,0
Primary Care,13,2.6856,26571,Region 2,6.1744,8/1/2021,0.136,0.303225321,0,0.004640701,0
Primary Care,8,5.2642,16056,Region 2,0.0858,12/1/2019,0.104,0.983619831,0,0.000200652,0
Primary Care,14,1.5924,14162,Region 2,3.1276,10/1/2019,0.177,0.337311114,0,0.00952359,0
Primary Care,15,1.805,6519,Region 4,0.365,5/1/2022,0.175,0.830648873,0,0.024776711,0
Primary Care,14,7.0988,26535,Region 4,1.7412,4/1/2022,0.181,0.802562653,0,0.017946062,0
Primary Care,14,12.7,38546,Region 4,0.15,3/1/2022,0.29,0.988429409,0,0.041057475,0
Primary Care,12,6.5318,31196,Region 4,3.8682,2/1/2022,0.148,0.628125401,0,0.018454348,0
Primary Care,17,17.3199,85003,Region 4,11.0101,7/1/2022,0.193,0.611272543,0,0.016795709,0
Primary Care,19,1,9936,Region 4,2.31,3/1/2022,0.268,0.301932367,1,0.469873229,0
Primary Care,13,6.8,21004,Region 4,0.2,8/1/2018,0.279,0.971243573,0,0.064090869,0
Primary Care,23,0.8,11907,Region 4,3.17,3/1/2022,0.317,0.201562106,1,0.761451495,1
Primary Care,12,10.2792,40164,Region 4,3.1108,6/1/2022,0.203,0.767802012,0,0.022192867,0
Primary Care,9,4.8363,16877,Region 4,0.7937,3/1/2022,0.15,0.859690703,0,0.010470226,0
Primary Care,7,15.125,57108,Region 4,1.195,6/1/2022,0.135,0.926980458,0,0.002251334,0
Primary Care,14,14.83,50246,Region 2,1.92,4/1/2022,0.277,0.885443617,0,0.002714588,0
Primary Care,12,14.4,51634,Region 2,2.81,4/1/2022,0.253,0.836658016,0,0.002143217,0
Primary Care,15,0.3648,4866,Region 5,1.2552,1/1/2022,0.124,0.224825319,0,0.055243466,0
